Record_ID,Source_File,Doc_Type,Report_No,Client_Titular,Terrain_Block_Parcel,Parish_Municipality,Parcelario_No,Sample_Date,Received_Date,Result_Date,Matrix,Test_Category,Method,Organism_Parameter,Result,Value,Unit,Interpretation,Lab_Provider,Location_Confidence,Notes
176,B1_C4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607887,"Kiwi 1000, Lda",B1 C4,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,EN 15936 / Cálculo,Matéria Orgânica (MO),Valor,1.7% (Média),%,Teor de matéria orgânica,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
177,B1_C4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607887,"Kiwi 1000, Lda",B1 C4,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,MI / Cálculo,Razão C:N,Valor,11.1,razão,Razão Carbono:Azoto,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
178,B1_C4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607887,"Kiwi 1000, Lda",B1 C4,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,POS.008 (Método de Dumas) / Analisador elementar,Azoto Total (N),Valor,0.09% N (Baixo; 120 kg/ha N recomendado),%,Total nitrogen status vs corrective recommendation,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
179,B1_C4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607887,"Kiwi 1000, Lda",B1 C4,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Fósforo (P2O5),Valor,191 mg/kg P2O5 (Excesso),mg/kg,Fósforo extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
180,B1_C4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607887,"Kiwi 1000, Lda",B1 C4,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Potássio (K2O),Valor,80.8 mg/kg K2O (Alto),mg/kg,Potássio extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
181,B1_C4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607887,"Kiwi 1000, Lda",B1 C4,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Cálcio (CaO),Valor,314 mg/kg CaO (Muito baixo),mg/kg,Cálcio extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
182,B1_C4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607887,"Kiwi 1000, Lda",B1 C4,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Magnésio (MgO),Valor,81.3 mg/kg MgO (Médio),mg/kg,Magnésio extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
183,B1_C4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607887,"Kiwi 1000, Lda",B1 C4,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Enxofre (S),Valor,13.1 mg/kg S (Médio),mg/kg,Enxofre extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
184,B1_C4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607887,"Kiwi 1000, Lda",B1 C4,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Ferro (Fe),Valor,338 mg/kg Fe (Alto),mg/kg,Ferro extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
185,B1_C4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607887,"Kiwi 1000, Lda",B1 C4,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Manganês (Mn),Valor,<10 mg/kg Mn (Baixo) / MnAI 49.6 (Alto),mg/kg,Manganês extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
186,B4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607888,"Kiwi 1000, Lda",Parcela B4,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,ISO 10390 / Potenciometria,pH (H2O),Valor,6.1 (Ligeiramente ácido),unidades de pH,Classe de reação do solo,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
187,B4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607888,"Kiwi 1000, Lda",Parcela B4,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,POS.027 / Sensorial or ISO 11277 Gravimetria,Textura,Classe,Franca,classe,Classificação da textura do solo,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
188,B4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607888,"Kiwi 1000, Lda",Parcela B4,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,EN 15936 / Cálculo,Matéria Orgânica (MO),Valor,2.4% (Média),%,Teor de matéria orgânica,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
189,B4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607888,"Kiwi 1000, Lda",Parcela B4,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,MI / Cálculo,Razão C:N,Valor,11.7,razão,Razão Carbono:Azoto,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
190,B4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607888,"Kiwi 1000, Lda",Parcela B4,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,POS.008 (Método de Dumas) / Analisador elementar,Azoto Total (N),Valor,0.12% N (Médio; 120 kg/ha N recomendado),%,Total nitrogen status vs corrective recommendation,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
191,B4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607888,"Kiwi 1000, Lda",Parcela B4,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Fósforo (P2O5),Valor,134 mg/kg P2O5 (Alto),mg/kg,Fósforo extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
192,B4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607888,"Kiwi 1000, Lda",Parcela B4,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Potássio (K2O),Valor,117 mg/kg K2O (Alto),mg/kg,Potássio extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
193,B4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607888,"Kiwi 1000, Lda",Parcela B4,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Cálcio (CaO),Valor,1100 mg/kg CaO (Excesso),mg/kg,Cálcio extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
194,B4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607888,"Kiwi 1000, Lda",Parcela B4,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Magnésio (MgO),Valor,142 mg/kg MgO (Alto),mg/kg,Magnésio extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
195,B4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607888,"Kiwi 1000, Lda",Parcela B4,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Enxofre (S),Valor,12.1 mg/kg S (Médio),mg/kg,Enxofre extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
196,B4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607888,"Kiwi 1000, Lda",Parcela B4,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Ferro (Fe),Valor,219 mg/kg Fe (Alto),mg/kg,Ferro extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
197,B4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607888,"Kiwi 1000, Lda",Parcela B4,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Manganês (Mn),Valor,10.8 mg/kg Mn (Baixo) / MnAI 49.5 (Alto),mg/kg,Manganês extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
198,B2_V7__Marc_o_26_Regenerativa.pdf,Relatório Laboratorial - Painel de Saúde do Solo (Agricultura Regenerativa),2601933,"Kiwi 1000, Lda",B2.V7,"Ganfei, Valença",,2026-03-03,2026-03-03,2026-04-01,Solo (biológico),Painel de Saúde do Solo / Agricultura Regenerativa,Protocolo de Agricultura Regenerativa A2 (extração H3A/água),Soil Health Score (composite),Valor,2.1,"pontuação (escala 0-30, deverá subir ao longo do tempo)","Ponto de partida baixo, segundo a própria escala de referência do laboratório","A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
199,B2_V7__Marc_o_26_Regenerativa.pdf,Relatório Laboratorial - Painel de Saúde do Solo (Agricultura Regenerativa),2601933,"Kiwi 1000, Lda",B2.V7,"Ganfei, Valença",,2026-03-03,2026-03-03,2026-04-01,Solo (biológico),Painel de Saúde do Solo / Agricultura Regenerativa,Protocolo de Agricultura Regenerativa A2 (extração H3A/água),Carbono orgânico extraível em água (WEOC),Valor,69 mg C/kg,mg/kg,Baixo,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
200,B2_V7__Marc_o_26_Regenerativa.pdf,Relatório Laboratorial - Painel de Saúde do Solo (Agricultura Regenerativa),2601933,"Kiwi 1000, Lda",B2.V7,"Ganfei, Valença",,2026-03-03,2026-03-03,2026-04-01,Solo (biológico),Painel de Saúde do Solo / Agricultura Regenerativa,Protocolo de Agricultura Regenerativa A2 (extração H3A/água),Azoto orgânico (WEON),Valor,0.8 mg N/kg,mg/kg,Baixo,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
201,B2_V7__Marc_o_26_Regenerativa.pdf,Relatório Laboratorial - Painel de Saúde do Solo (Agricultura Regenerativa),2601933,"Kiwi 1000, Lda",B2.V7,"Ganfei, Valença",,2026-03-03,2026-03-03,2026-04-01,Solo (biológico),Painel de Saúde do Solo / Agricultura Regenerativa,Protocolo de Agricultura Regenerativa A2 (extração H3A/água),Azoto mineral,Valor,18.1 mg N/kg,mg/kg,Médio,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
202,B2_V7__Marc_o_26_Regenerativa.pdf,Relatório Laboratorial - Painel de Saúde do Solo (Agricultura Regenerativa),2601933,"Kiwi 1000, Lda",B2.V7,"Ganfei, Valença",,2026-03-03,2026-03-03,2026-04-01,Solo (biológico),Painel de Saúde do Solo / Agricultura Regenerativa,Protocolo de Agricultura Regenerativa A2 (extração H3A/água),Norg:Nmin ratio,Valor,0.05:1,razão,"Solo dependente de adubo mineral, sem reciclagem biológica de azoto","A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
203,B2_V7__Marc_o_26_Regenerativa.pdf,Relatório Laboratorial - Painel de Saúde do Solo (Agricultura Regenerativa),2601933,"Kiwi 1000, Lda",B2.V7,"Ganfei, Valença",,2026-03-03,2026-03-03,2026-04-01,Solo (biológico),Painel de Saúde do Solo / Agricultura Regenerativa,Protocolo de Agricultura Regenerativa A2 (extração H3A/água),Matéria Orgânica,Valor,1.74%,%,Baixa,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
204,B2_V7__Marc_o_26_Regenerativa.pdf,Relatório Laboratorial - Painel de Saúde do Solo (Agricultura Regenerativa),2601933,"Kiwi 1000, Lda",B2.V7,"Ganfei, Valença",,2026-03-03,2026-03-03,2026-04-01,Solo (biológico),Painel de Saúde do Solo / Agricultura Regenerativa,Protocolo de Agricultura Regenerativa A2 (extração H3A/água),pH (H2O),Valor,5.8,pH,Ácido,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
205,B2_V7__Marc_o_26_Regenerativa.pdf,Relatório Laboratorial - Painel de Saúde do Solo (Agricultura Regenerativa),2601933,"Kiwi 1000, Lda",B2.V7,"Ganfei, Valença",,2026-03-03,2026-03-03,2026-04-01,Solo (biológico),Painel de Saúde do Solo / Agricultura Regenerativa,Protocolo de Agricultura Regenerativa A2 (extração H3A/água),Soil CO2 Burst (24h) / %MAC,Valor,13 mg CO2-C/kg soil/day / 19%,mg CO2-C/kg/dia,Indicador de carbono microbiologicamente ativo,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
206,B2_V7__Marc_o_26_Regenerativa.pdf,Relatório Laboratorial - Painel de Saúde do Solo (Agricultura Regenerativa),2601933,"Kiwi 1000, Lda",B2.V7,"Ganfei, Valença",,2026-03-03,2026-03-03,2026-04-01,Solo (biológico),Painel de Saúde do Solo / Agricultura Regenerativa,Protocolo de Agricultura Regenerativa A2 (extração H3A/água),Corg:Ntotal ratio,Valor,6:1 (ideal ~8:1),razão,"Abaixo do ideal - mineralização de N rápida, baixa estabilização de C","A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
207,B2_V7__Marc_o_26_Regenerativa.pdf,Relatório Laboratorial - Painel de Saúde do Solo (Agricultura Regenerativa),2601933,"Kiwi 1000, Lda",B2.V7,"Ganfei, Valença",,2026-03-03,2026-03-03,2026-04-01,Solo (biológico),Painel de Saúde do Solo / Agricultura Regenerativa,Protocolo de Agricultura Regenerativa A2 (extração H3A/água),WEOC:WEON ratio,Valor,83:1 (ideal 10:1-12:1),razão,Fortemente desequilibrado - assinatura de baixa atividade biológica,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
208,B2_V7__Marc_o_26_Regenerativa.pdf,Relatório Laboratorial - Painel de Saúde do Solo (Agricultura Regenerativa),2601933,"Kiwi 1000, Lda",B2.V7,"Ganfei, Valença",,2026-03-03,2026-03-03,2026-04-01,Solo (biológico),Painel de Saúde do Solo / Agricultura Regenerativa,Protocolo de Agricultura Regenerativa A2 (extração H3A/água),Overall biological verdict (lab's own wording),Valor,'Solo com baixa biologia e muito baixo potencial para mineralização do N' / 'Low biology soil and very low N-min potential',n/d,Citação direta do relatório,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
209,B2_V7__Marc_o_26_Regenerativa.pdf,Relatório Laboratorial - Painel de Saúde do Solo (Agricultura Regenerativa),2601933,"Kiwi 1000, Lda",B2.V7,"Ganfei, Valença",,2026-03-03,2026-03-03,2026-04-01,Solo (biológico),Painel de Saúde do Solo / Agricultura Regenerativa,Protocolo de Agricultura Regenerativa A2 (extração H3A/água),Fe / Mn / Zn / Cu (micronutrients),Valor,Fe 98 (Excesso) / Mn 2.3 (Alto) / Zn 3.8 (Excesso) / Cu 1.8 (Excesso),mg/kg,Possível risco de excesso/toxicidade de micronutrientes,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
210,B2_V7__Folha__Junho_26.pdf,Relatório Laboratorial - Análise Foliar,2606722,"Kiwi 1000, Lda",B2 - Zona 1,Valença - Ganfei,,2026-06-17,2026-06-18,2026-06-23,Folha,Nutrição foliar,POF.007 / ICP-OES; POF.003 (N),Azoto Total (N),Valor,1.7% N (Baixo; ref. 2.5-3.2),% ou mg/kg,Estado nutricional foliar face ao intervalo de referência,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),"N baixo + Ca baixo, com K/P/Fe/Cu/Zn em excesso - padrão clássico de antagonismo, que vale a pena cruzar com danos radiculares (nemátodos/patogénios) que prejudiquem a absorção"
211,B2_V7__Folha__Junho_26.pdf,Relatório Laboratorial - Análise Foliar,2606722,"Kiwi 1000, Lda",B2 - Zona 1,Valença - Ganfei,,2026-06-17,2026-06-18,2026-06-23,Folha,Nutrição foliar,POF.007 / ICP-OES; POF.003 (N),Fósforo (P),Valor,0.31% P (Excesso; ref. 0.2-0.3),% ou mg/kg,Estado nutricional foliar face ao intervalo de referência,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),"N baixo + Ca baixo, com K/P/Fe/Cu/Zn em excesso - padrão clássico de antagonismo, que vale a pena cruzar com danos radiculares (nemátodos/patogénios) que prejudiquem a absorção"
212,B2_V7__Folha__Junho_26.pdf,Relatório Laboratorial - Análise Foliar,2606722,"Kiwi 1000, Lda",B2 - Zona 1,Valença - Ganfei,,2026-06-17,2026-06-18,2026-06-23,Folha,Nutrição foliar,POF.007 / ICP-OES; POF.003 (N),Potássio (K),Valor,2.6% K (Excesso; ref. 1.65-2.5),% ou mg/kg,Estado nutricional foliar face ao intervalo de referência,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),"N baixo + Ca baixo, com K/P/Fe/Cu/Zn em excesso - padrão clássico de antagonismo, que vale a pena cruzar com danos radiculares (nemátodos/patogénios) que prejudiquem a absorção"
213,B2_V7__Folha__Junho_26.pdf,Relatório Laboratorial - Análise Foliar,2606722,"Kiwi 1000, Lda",B2 - Zona 1,Valença - Ganfei,,2026-06-17,2026-06-18,2026-06-23,Folha,Nutrição foliar,POF.007 / ICP-OES; POF.003 (N),Cálcio (Ca),Valor,2.2% Ca (Baixo; ref. 3-4.7),% ou mg/kg,Estado nutricional foliar face ao intervalo de referência,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),"N baixo + Ca baixo, com K/P/Fe/Cu/Zn em excesso - padrão clássico de antagonismo, que vale a pena cruzar com danos radiculares (nemátodos/patogénios) que prejudiquem a absorção"
214,B2_V7__Folha__Junho_26.pdf,Relatório Laboratorial - Análise Foliar,2606722,"Kiwi 1000, Lda",B2 - Zona 1,Valença - Ganfei,,2026-06-17,2026-06-18,2026-06-23,Folha,Nutrição foliar,POF.007 / ICP-OES; POF.003 (N),Magnésio (Mg),Valor,0.48% Mg (Bom; ref. 0.3-0.55),% ou mg/kg,Estado nutricional foliar face ao intervalo de referência,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),"N baixo + Ca baixo, com K/P/Fe/Cu/Zn em excesso - padrão clássico de antagonismo, que vale a pena cruzar com danos radiculares (nemátodos/patogénios) que prejudiquem a absorção"
215,B2_V7__Folha__Junho_26.pdf,Relatório Laboratorial - Análise Foliar,2606722,"Kiwi 1000, Lda",B2 - Zona 1,Valença - Ganfei,,2026-06-17,2026-06-18,2026-06-23,Folha,Nutrição foliar,POF.007 / ICP-OES; POF.003 (N),Enxofre (S),Valor,0.30% S (Bom; ref. 0.2-0.35),% ou mg/kg,Estado nutricional foliar face ao intervalo de referência,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),"N baixo + Ca baixo, com K/P/Fe/Cu/Zn em excesso - padrão clássico de antagonismo, que vale a pena cruzar com danos radiculares (nemátodos/patogénios) que prejudiquem a absorção"
216,B2_V7__Folha__Junho_26.pdf,Relatório Laboratorial - Análise Foliar,2606722,"Kiwi 1000, Lda",B2 - Zona 1,Valença - Ganfei,,2026-06-17,2026-06-18,2026-06-23,Folha,Nutrição foliar,POF.007 / ICP-OES; POF.003 (N),Ferro (Fe),Valor,215 mg/kg (Excesso; ref. 70-140),% ou mg/kg,Estado nutricional foliar face ao intervalo de referência,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),"N baixo + Ca baixo, com K/P/Fe/Cu/Zn em excesso - padrão clássico de antagonismo, que vale a pena cruzar com danos radiculares (nemátodos/patogénios) que prejudiquem a absorção"
217,B2_V7__Folha__Junho_26.pdf,Relatório Laboratorial - Análise Foliar,2606722,"Kiwi 1000, Lda",B2 - Zona 1,Valença - Ganfei,,2026-06-17,2026-06-18,2026-06-23,Folha,Nutrição foliar,POF.007 / ICP-OES; POF.003 (N),Manganês (Mn),Valor,157 mg/kg (Bom; ref. 40-170),% ou mg/kg,Estado nutricional foliar face ao intervalo de referência,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),"N baixo + Ca baixo, com K/P/Fe/Cu/Zn em excesso - padrão clássico de antagonismo, que vale a pena cruzar com danos radiculares (nemátodos/patogénios) que prejudiquem a absorção"
218,B2_V7__Folha__Junho_26.pdf,Relatório Laboratorial - Análise Foliar,2606722,"Kiwi 1000, Lda",B2 - Zona 1,Valença - Ganfei,,2026-06-17,2026-06-18,2026-06-23,Folha,Nutrição foliar,POF.007 / ICP-OES; POF.003 (N),Boro (B),Valor,52.4 mg/kg (Bom; ref. 35-55),% ou mg/kg,Estado nutricional foliar face ao intervalo de referência,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),"N baixo + Ca baixo, com K/P/Fe/Cu/Zn em excesso - padrão clássico de antagonismo, que vale a pena cruzar com danos radiculares (nemátodos/patogénios) que prejudiquem a absorção"
219,B2_V7__Folha__Junho_26.pdf,Relatório Laboratorial - Análise Foliar,2606722,"Kiwi 1000, Lda",B2 - Zona 1,Valença - Ganfei,,2026-06-17,2026-06-18,2026-06-23,Folha,Nutrição foliar,POF.007 / ICP-OES; POF.003 (N),Cobre (Cu),Valor,45.8 mg/kg (Excesso; ref. 10-15),% ou mg/kg,Estado nutricional foliar face ao intervalo de referência,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),"N baixo + Ca baixo, com K/P/Fe/Cu/Zn em excesso - padrão clássico de antagonismo, que vale a pena cruzar com danos radiculares (nemátodos/patogénios) que prejudiquem a absorção"
220,B2_V7__Folha__Junho_26.pdf,Relatório Laboratorial - Análise Foliar,2606722,"Kiwi 1000, Lda",B2 - Zona 1,Valença - Ganfei,,2026-06-17,2026-06-18,2026-06-23,Folha,Nutrição foliar,POF.007 / ICP-OES; POF.003 (N),Zinco (Zn),Valor,53.0 mg/kg (Excesso; ref. 15-25),% ou mg/kg,Estado nutricional foliar face ao intervalo de referência,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),"N baixo + Ca baixo, com K/P/Fe/Cu/Zn em excesso - padrão clássico de antagonismo, que vale a pena cruzar com danos radiculares (nemátodos/patogénios) que prejudiquem a absorção"
221,Humus_Li_quido_y_sus_comunidades_de_microorganismos.pdf,Ficha Técnica de Fornecedor/Produto (NÃO é uma amostra do pomar),n/d,Nostoc Biotechnologies (product vendor),"n/d - literatura de produto, não é uma amostra do pomar",n/d,,,,,Vermicomposto/húmus líquido (produto),Especificação de produto,"Extração de comunidades microbianas por fermentação (processo próprio do fornecedor, com parceria de investigação UCM/CSIC alegada)","Liquid humus microbial community (>260 taxa average, incl. PGPMs)",Dados do produto - não é um resultado de análise do pomar,,n/d,Insumo biológico candidato para um ensaio regenerativo - NÃO é evidência de eficácia neste pomar,Nostoc Biotechnologies / UCM,n/d - não é uma amostra de terreno,"Indicação de frequência de aplicação dada pelo fornecedor em função da % de MO do solo: ≤0,5%→7 dias, ≤1,0%→10 dias, ≤1,5%→15 dias, ≥2,0%→30 dias. É apresentada uma tabela de composição detalhada para uma amostra identificada como 'A32A01' (comunidade bacteriana do próprio produto de vermicomposto, e não do solo do pomar)."
